"filename", "language", "PHP", "CSS", "HTML", "JavaScript", "SVG", "SQL", "comment", "blank", "total"
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\configure-wildcard-subdomains.html", "HTML", 0, 0, 226, 0, 0, 0, 4, 18, 248
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\create-framework-project-zf1.html", "HTML", 0, 0, 212, 0, 0, 0, 4, 18, 234
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\create-framework-project-zf2.html", "HTML", 0, 0, 234, 0, 0, 0, 4, 18, 256
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\deploy-git-app.html", "HTML", 0, 0, 173, 0, 0, 0, 4, 18, 195
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\increase-php-file-upload-limit.html", "HTML", 0, 0, 120, 0, 0, 0, 4, 18, 142
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\reset-mysql-password.html", "HTML", 0, 0, 161, 0, 0, 0, 4, 18, 183
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\send-mail.html", "HTML", 0, 0, 238, 0, 0, 0, 4, 18, 260
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\transfer-files-ftp.html", "HTML", 0, 0, 237, 0, 0, 0, 4, 18, 259
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\troubleshoot-apache.html", "HTML", 0, 0, 383, 0, 0, 0, 4, 18, 405
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\use-different-php-version.html", "HTML", 0, 0, 164, 0, 0, 0, 4, 18, 186
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\use-php-fcgi.html", "HTML", 0, 0, 184, 0, 0, 0, 4, 18, 206
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\docs\use-sqlite.html", "HTML", 0, 0, 211, 0, 0, 0, 4, 18, 233
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\es\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\es\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\es\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\es\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\es\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\fr\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\fr\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\fr\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\fr\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\fr\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\hu\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\hu\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\hu\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\hu\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\hu\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\images\xampp-logo.svg", "SVG", 0, 0, 0, 0, 49, 0, 1, 1, 51
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\it\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\it\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\it\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\it\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\it\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\javascripts\all.js", "JavaScript", 0, 0, 0, 3812, 0, 0, 624, 1088, 5524
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\javascripts\modernizr.js", "JavaScript", 0, 0, 0, 609, 0, 0, 510, 289, 1408
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\jp\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\jp\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\jp\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\jp\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\jp\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\phpinfo.php", "PHP", 1, 0, 0, 0, 0, 0, 0, 2, 3
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\pl\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\pl\howto.html", "HTML", 0, 0, 102, 0, 0, 0, 4, 18, 124
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\pl\howto_platform_links.html", "HTML", 0, 0, 73, 0, 0, 0, 4, 18, 95
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\pl\howto_shared_links.html", "HTML", 0, 0, 86, 0, 0, 0, 4, 18, 108
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\pl\index.html", "HTML", 0, 0, 110, 0, 0, 0, 4, 17, 131
"c:\xampp\htdocs\trodi\xampp_docs\dashboard\pt_br\faq.html", "HTML", 0, 0, 471, 0, 0, 0, 4, 42, 517
